t,ch1,ch2,
7.9000869e-04,-9.40000e+00,-9.20000e+00,
8.0000871e-04,-9.40000e+00,-9.20000e+00,
8.1000873e-04,-9.80000e+00,-9.20000e+00,
8.2000875e-04,-9.80000e+00,-9.20000e+00,
8.3000876e-04,-9.40000e+00,-9.20000e+00,
8.4000878e-04,-9.80000e+00,-9.20000e+00,
8.5000880e-04,-9.40000e+00,-9.20000e+00,
8.6000882e-04,-9.80000e+00,-9.20000e+00,
8.7000884e-04,-9.40000e+00,-9.20000e+00,
8.8000885e-04,-9.80000e+00,-9.20000e+00,
8.9000887e-04,-9.40000e+00,-9.20000e+00,
9.0000889e-04,-9.80000e+00,-9.20000e+00,
9.1000891e-04,-9.40000e+00,-9.20000e+00,
9.2000893e-04,-9.80000e+00,-9.20000e+00,
9.3000894e-04,-9.40000e+00,-9.20000e+00,
9.4000896e-04,-9.80000e+00,-9.20000e+00,
9.5000898e-04,-9.40000e+00,-9.20000e+00,
9.6000900e-04,-9.80000e+00,-9.20000e+00,
9.7000902e-04,-9.40000e+00,-9.60000e+00,
9.8000898e-04,-9.80000e+00,-9.20000e+00,
9.9000894e-04,-9.40000e+00,-9.20000e+00,
1.0000089e-03,-9.80000e+00,-9.20000e+00,
1.0100089e-03,9.80000e+00,9.60000e+00,
1.0200088e-03,9.40000e+00,5.20000e+00,
1.0300088e-03,9.80000e+00,4.80000e+00,
1.0400087e-03,9.80000e+00,4.80000e+00,
1.0500087e-03,9.40000e+00,4.80000e+00,
1.0600087e-03,9.40000e+00,4.80000e+00,
1.0700086e-03,9.80000e+00,4.80000e+00,
1.0800086e-03,9.40000e+00,4.80000e+00,
1.0900085e-03,9.80000e+00,4.80000e+00,
1.1000085e-03,9.80000e+00,4.80000e+00,
1.1100085e-03,9.40000e+00,4.80000e+00,
1.1200084e-03,9.40000e+00,4.80000e+00,
1.1300084e-03,9.40000e+00,4.80000e+00,
1.1400083e-03,9.40000e+00,4.80000e+00,
1.1500083e-03,9.80000e+00,4.80000e+00,
1.1600083e-03,9.40000e+00,4.80000e+00,
1.1700082e-03,9.80000e+00,4.80000e+00,
