t,ch1,ch2,
1.7899927e-04,-6.40000e-02,4.60000e+00,
1.7999926e-04,-6.40000e-02,4.60000e+00,
1.8099925e-04,-5.60000e-02,4.20000e+00,
1.8199925e-04,-5.60000e-02,4.60000e+00,
1.8299924e-04,-4.80000e-02,4.20000e+00,
1.8399923e-04,-4.80000e-02,4.60000e+00,
1.8499923e-04,-3.60000e-02,4.20000e+00,
1.8599922e-04,-4.40000e-02,4.20000e+00,
1.8699921e-04,-3.60000e-02,4.60000e+00,
1.8799921e-04,-3.60000e-02,4.20000e+00,
1.8899920e-04,-2.80000e-02,3.80000e+00,
1.8999919e-04,-2.80000e-02,3.80000e+00,
1.9099918e-04,-2.00000e-02,3.80000e+00,
1.9199918e-04,-2.00000e-02,3.80000e+00,
1.9299917e-04,-1.20000e-02,3.00000e+00,
1.9399916e-04,-1.20000e-02,3.00000e+00,
1.9499916e-04,-4.00001e-03,2.60000e+00,
1.9599915e-04,-4.00001e-03,2.60000e+00,
1.9699914e-04,3.99998e-03,1.80000e+00,
1.9799914e-04,-2.98023e-08,2.20000e+00,
1.9899913e-04,1.20000e-02,1.00000e+00,
1.9999912e-04,7.99999e-03,1.00000e+00,
2.0099911e-04,1.20000e-02,2.00005e-01,
2.0199911e-04,1.20000e-02,2.00005e-01,
2.0299910e-04,2.00000e-02,-1.40000e+00,
2.0399909e-04,2.00000e-02,-1.40000e+00,
2.0499909e-04,2.80000e-02,-3.40000e+00,
2.0599908e-04,2.80000e-02,-3.40000e+00,
